lead_id,channel_id,company,email,created_at,quality
LD-328,CH-3,pied piper lead43,lead327@leads.io,01/23/2026,HOT
LD-329,CH-2,Aperture lead44,lead328@prospect.com,28-12-2026,hot
LD-330,CH-7,Stark Industries lead45,lead329@leads.io,2025-01-06,warm
LD-331,CH-8,INITECH LEAD46,lead330@sales.net,2025-09-18,warm
LD-332,CH-1,Cyberdyne lead47,lead331@prospect.com,2026-07-28,cold
LD-333,CH-8,  Vandelay lead48  ,LEAD332@LEADS.IO,2026-09-07,HOT
LD-334,CH-5,Blue Sun lead49,LEAD333@PROSPECT.COM,05/09/2025,warm
LD-335,CH-8,  Hooli lead50  ,  lead334@leads.io  ,2026-06-26,cold
LD-336,CH-5,Stark Industries lead51,lead335@leads.io,09-09-2025,HOT
LD-337,CH-6,  Wonka lead52  ,lead336@prospect.com,2025-07-03,cold
LD-338,CH-7,Globex lead53,LEAD337@SALES.NET,12/09/2026,warm
LD-339,CH-4,Black Mesa lead54,  lead338@prospect.com  ,2025-10-24,cold
LD-340,CH-3,  Massive Dynamic lead55  ,lead339@sales.net,16-10-2026,cold
LD-341,CH-1,OSCORP LEAD56,LEAD340@SALES.NET,12/12/2025,warm
LD-342,CH-1,  Vandelay lead57  ,lead341@prospect.com,2026-10-15,HOT
LD-343,CH-7,Oscorp lead58,LEAD342@LEADS.IO,08/08/2026,HOT
LD-344,CH-1,Wonka lead59,lead343@prospect.com,12/11/2025,hot
LD-345,CH-6,Black Mesa lead60,lead344@sales.net,2026-07-23,cold
LD-346,CH-2,VANDELAY LEAD61,LEAD345@SALES.NET,16-06-2025,HOT
LD-347,CH-8,ACME CORP LEAD62,  lead346@sales.net  ,2025-04-17,HOT
LD-348,CH-6,Cyberdyne lead63,LEAD347@PROSPECT.COM,2026-10-27,cold
LD-349,CH-5,  Hooli lead64  ,lead348@prospect.com,2026-05-28,HOT
LD-350,CH-5,lexcorp lead65,  lead349@leads.io  ,2025-12-28,hot
LD-351,CH-7,VANDELAY LEAD66,lead350@prospect.com,11-07-2026,HOT
LD-352,CH-8,  Initech lead67  ,lead351@leads.io,08/18/2025,hot
LD-353,CH-8,  Dunder Mifflin lead68  ,lead352@sales.net,07-09-2026,cold
LD-354,CH-3,Wayne Enterprises lead69,lead353@sales.net,17-03-2026,HOT
LD-355,CH-1,MASSIVE DYNAMIC LEAD70,lead354@prospect.com,2025-11-22,hot
LD-356,CH-8,  Cyberdyne lead0  ,LEAD355@PROSPECT.COM,2025-08-24,warm
LD-357,CH-6,  Wonka lead1  ,lead356@sales.net,2025-06-27,HOT
LD-358,CH-8,pied piper lead2,lead357@sales.net,07/12/2026,warm
LD-359,CH-7,Weyland-Yutani lead3,lead358@prospect.com,2025-12-28,HOT
LD-360,CH-7,Blue Sun lead4,  lead359@prospect.com  ,01/25/2025,cold
LD-361,CH-6,  Wayne Enterprises lead5  ,  lead360@sales.net  ,01/01/2025,cold
LD-362,CH-4,Tyrell Corp lead6,lead361@sales.net,2026-06-26,cold
LD-363,CH-4,CYBERDYNE LEAD7,lead362@prospect.com,08-08-2025,hot
LD-364,CH-2,Black Mesa lead8,lead363@leads.io,2026-09-27,HOT
LD-365,CH-4,STARK INDUSTRIES LEAD9,lead364@prospect.com,03/12/2025,HOT
LD-366,CH-7,Cyberdyne lead10,lead365@prospect.com,2026-08-09,cold
LD-367,CH-1,Vandelay lead11,lead366@sales.net,2025-07-01,hot
LD-368,CH-8,Acme Corp lead12,lead367@leads.io,2026-11-07,HOT
LD-369,CH-8,Oscorp lead13,lead368@sales.net,2025-12-07,cold
LD-370,CH-7,  Acme Corp lead14  ,LEAD369@SALES.NET,2026-06-10,cold
LD-371,CH-3,Acme Corp lead15,lead370@sales.net,2025-02-10,HOT
LD-372,CH-1,LEXCORP LEAD16,lead371@prospect.com,2025-01-07,cold
LD-373,CH-8,Wayne Enterprises lead17,  lead372@prospect.com  ,08/03/2026,warm
LD-374,CH-4,Pied Piper lead18,lead373@prospect.com,2025-07-20,hot
LD-375,CH-4,Acme Corp lead19,lead374@leads.io,2026-04-24,cold
LD-376,CH-8,  Wonka lead20  ,lead375@prospect.com,15-10-2026,hot
LD-377,CH-4,vandelay lead21,lead376@sales.net,2026-08-15,cold
LD-378,CH-1,BLUE SUN LEAD22,lead377@prospect.com,2026-06-25,HOT
LD-379,CH-6,  Oscorp lead23  ,lead378@sales.net,21-04-2025,hot
LD-380,CH-4,acme corp lead24,  lead379@prospect.com  ,2026-01-17,cold
LD-381,CH-2,Dunder Mifflin lead25,lead380@leads.io,2026-08-16,cold
LD-382,CH-1,Dunder Mifflin lead26,lead381@leads.io,01/27/2025,HOT
LD-383,CH-4,  Massive Dynamic lead27  ,LEAD382@PROSPECT.COM,11/15/2025,cold
LD-384,CH-5,Massive Dynamic lead28,LEAD383@LEADS.IO,2026-06-05,cold
LD-385,CH-1,  Aperture lead29  ,LEAD384@PROSPECT.COM,2025-12-11,cold
LD-386,CH-5,  Black Mesa lead30  ,lead385@prospect.com,07-02-2025,HOT
LD-387,CH-7,  Acme Corp lead31  ,lead386@leads.io,2026-11-09,HOT
LD-388,CH-3,OSCORP LEAD32,LEAD387@LEADS.IO,08-09-2026,cold
LD-389,CH-3,  Cyberdyne lead33  ,lead388@prospect.com,2025-08-27,warm
LD-390,CH-2,tyrell corp lead34,lead389@leads.io,03/13/2025,cold
LD-391,CH-2,  Initech lead35  ,LEAD390@PROSPECT.COM,26-02-2025,hot
LD-392,CH-3,  Massive Dynamic lead36  ,  lead391@leads.io  ,15-02-2025,warm
LD-393,CH-6,Blue Sun lead37,  lead392@sales.net  ,04-06-2026,warm
LD-394,CH-3,Black Mesa lead38,LEAD393@PROSPECT.COM,26-07-2025,hot
LD-395,CH-7,Initech lead39,  lead394@prospect.com  ,03/21/2026,cold
LD-396,CH-8,Black Mesa lead40,lead395@prospect.com,2025-11-26,hot
LD-397,CH-8,lexcorp lead41,LEAD396@SALES.NET,2025-07-05,hot
LD-398,CH-2,Stark Industries lead42,LEAD397@PROSPECT.COM,2025-07-17,cold
LD-399,CH-5,BLACK MESA LEAD43,lead398@prospect.com,04/16/2026,cold
LD-400,CH-8,  Umbrella Co lead44  ,LEAD399@PROSPECT.COM,2025-06-05,hot
LD-401,CH-3,Cyberdyne lead45,lead400@prospect.com,2026-02-05,HOT
LD-402,CH-4,INITECH LEAD46,LEAD401@SALES.NET,2025-11-28,HOT
LD-403,CH-2,Black Mesa lead47,  lead402@sales.net  ,12/08/2026,cold
LD-404,CH-8,dunder mifflin lead48,lead403@sales.net,02/20/2026,HOT
LD-405,CH-2,LexCorp lead49,  lead404@prospect.com  ,2026-07-09,cold
LD-406,CH-3,Wayne Enterprises lead50,  lead405@sales.net  ,20-07-2025,warm
LD-407,CH-6,BLUE SUN LEAD51,  lead406@prospect.com  ,2025-01-11,HOT
LD-408,CH-2,Oscorp lead52,  lead407@prospect.com  ,06-09-2025,HOT
LD-409,CH-5,wonka lead53,lead408@prospect.com,12/01/2025,hot
LD-410,CH-5,Acme Corp lead54,  lead409@sales.net  ,2025-07-01,hot
LD-411,CH-8,Dunder Mifflin lead55,lead410@prospect.com,2025-07-13,warm
LD-412,CH-5,Hooli lead56,lead411@prospect.com,2026-04-21,hot
LD-413,CH-1,Stark Industries lead57,  lead412@sales.net  ,2025-01-18,hot
LD-414,CH-5,APERTURE LEAD58,LEAD413@LEADS.IO,2025-03-18,cold
LD-415,CH-1,Weyland-Yutani lead59,  lead414@leads.io  ,2026-02-11,warm
LD-416,CH-5,Dunder Mifflin lead60,lead415@prospect.com,09/11/2025,cold
LD-417,CH-8,VANDELAY LEAD61,  lead416@leads.io  ,2025-03-07,HOT
LD-418,CH-8,  Cyberdyne lead62  ,lead417@leads.io,12/28/2025,cold
LD-419,CH-4,Massive Dynamic lead63,  lead418@leads.io  ,2025-06-18,warm
LD-420,CH-6,Stark Industries lead64,lead419@prospect.com,09/16/2025,hot
LD-421,CH-5,HOOLI LEAD65,lead420@sales.net,2025-09-17,cold
LD-422,CH-5,DUNDER MIFFLIN LEAD66,lead421@prospect.com,05/13/2025,cold
LD-423,CH-4,hooli lead67,lead422@prospect.com,2026-04-07,cold
LD-424,CH-6,LexCorp lead68,lead423@prospect.com,01-12-2025,warm
LD-425,CH-1,BLACK MESA LEAD69,LEAD424@SALES.NET,08/07/2026,warm
LD-426,CH-4,LEXCORP LEAD70,  lead425@sales.net  ,04/10/2026,HOT
LD-427,CH-7,Massive Dynamic lead0,LEAD426@SALES.NET,01-09-2026,cold
LD-428,CH-6,VANDELAY LEAD1,lead427@leads.io,07/22/2026,warm
LD-429,CH-6,Acme Corp lead2,  lead428@sales.net  ,07/20/2026,hot
LD-430,CH-3,Pied Piper lead3,lead429@leads.io,2026-11-08,cold
LD-431,CH-6,  Aperture lead4  ,  lead430@leads.io  ,2025-08-20,warm
LD-432,CH-8,CYBERDYNE LEAD5,lead431@leads.io,26-01-2025,cold
LD-433,CH-5,  Aperture lead6  ,lead432@prospect.com,11/24/2025,HOT
LD-434,CH-1,cyberdyne lead7,  lead433@prospect.com  ,22-11-2026,warm
LD-435,CH-6,Globex lead8,lead434@leads.io,2026-01-28,warm
LD-436,CH-2,Dunder Mifflin lead9,lead435@leads.io,02-11-2025,HOT
LD-437,CH-5,Wayne Enterprises lead10,LEAD436@SALES.NET,01/17/2026,HOT
LD-438,CH-7,  Blue Sun lead11  ,LEAD437@LEADS.IO,2025-06-18,cold
LD-439,CH-3,OSCORP LEAD12,lead438@sales.net,2025-01-21,cold
LD-440,CH-3,aperture lead13,lead439@prospect.com,18-04-2025,hot
LD-441,CH-6,OSCORP LEAD14,  lead440@leads.io  ,06/18/2025,warm
LD-442,CH-1,  Umbrella Co lead15  ,lead441@prospect.com,2026-09-28,HOT
LD-443,CH-2,Tyrell Corp lead16,lead442@prospect.com,2026-01-17,cold
LD-444,CH-1,Initech lead17,lead443@sales.net,03/18/2025,cold
LD-445,CH-7,Tyrell Corp lead18,lead444@prospect.com,03-06-2025,warm
LD-446,CH-3,Massive Dynamic lead19,  lead445@leads.io  ,04/27/2026,HOT
LD-447,CH-7,Wayne Enterprises lead20,LEAD446@LEADS.IO,19-06-2025,HOT
LD-448,CH-3,Umbrella Co lead21,lead447@leads.io,08/16/2026,cold
LD-449,CH-3,Wayne Enterprises lead22,lead448@sales.net,2026-10-16,cold
LD-450,CH-8,lexcorp lead23,LEAD449@SALES.NET,11/26/2025,cold
LD-451,CH-6,Weyland-Yutani lead24,lead450@leads.io,09/10/2026,cold
LD-452,CH-7,Weyland-Yutani lead25,lead451@sales.net,04/24/2026,cold
LD-453,CH-8,Cyberdyne lead26,lead452@prospect.com,2026-08-16,hot
LD-454,CH-4,Aperture lead27,lead453@leads.io,08/19/2025,HOT
LD-455,CH-8,STARK INDUSTRIES LEAD28,lead454@sales.net,2025-06-28,warm
LD-456,CH-7,Vandelay lead29,lead455@sales.net,03/12/2026,cold
LD-457,CH-4,LEXCORP LEAD30,LEAD456@LEADS.IO,2025-06-24,cold
LD-458,CH-3,WONKA LEAD31,lead457@prospect.com,2025-02-22,hot
LD-459,CH-5,ACME CORP LEAD32,  lead458@prospect.com  ,11/04/2025,HOT
LD-460,CH-6,  Globex lead33  ,lead459@prospect.com,2025-10-22,hot
LD-461,CH-8,WONKA LEAD34,lead460@leads.io,2026-03-25,cold
LD-462,CH-4,Weyland-Yutani lead35,lead461@leads.io,08-03-2026,cold
LD-463,CH-1,Umbrella Co lead36,LEAD462@LEADS.IO,03/28/2026,hot
LD-464,CH-8,Hooli lead37,lead463@leads.io,2026-05-17,cold
LD-465,CH-1,  Globex lead38  ,lead464@prospect.com,2025-12-17,cold
LD-466,CH-1,Umbrella Co lead39,  lead465@leads.io  ,20-04-2026,hot
LD-467,CH-3,Aperture lead40,lead466@leads.io,2026-05-01,cold
LD-468,CH-6,Umbrella Co lead41,lead467@sales.net,11/17/2026,HOT
LD-469,CH-4,Blue Sun lead42,lead468@prospect.com,09/07/2026,HOT
LD-470,CH-3,Umbrella Co lead43,LEAD469@PROSPECT.COM,2026-03-22,HOT
LD-471,CH-3,initech lead44,lead470@leads.io,03-06-2025,hot
LD-472,CH-8,  Blue Sun lead45  ,  lead471@leads.io  ,2025-11-11,warm
LD-473,CH-1,Umbrella Co lead46,lead472@prospect.com,2025-12-21,hot
LD-474,CH-8,  Massive Dynamic lead47  ,lead473@prospect.com,07/17/2025,cold
LD-475,CH-3,Acme Corp lead48,lead474@leads.io,2026-04-26,hot
LD-476,CH-7,PIED PIPER LEAD49,lead475@prospect.com,2025-09-24,warm
LD-477,CH-2,vandelay lead50,LEAD476@SALES.NET,03-11-2026,cold
LD-478,CH-4,Umbrella Co lead51,lead477@leads.io,2026-04-28,warm
LD-479,CH-2,Massive Dynamic lead52,  lead478@sales.net  ,2026-09-07,HOT
LD-480,CH-2,  Pied Piper lead53  ,lead479@prospect.com,04/18/2025,HOT
LD-481,CH-8,pied piper lead54,LEAD480@SALES.NET,26-05-2025,HOT
LD-482,CH-4,MASSIVE DYNAMIC LEAD55,lead481@sales.net,21-06-2026,cold
LD-483,CH-4,tyrell corp lead56,lead482@sales.net,12/16/2026,warm
LD-484,CH-5,DUNDER MIFFLIN LEAD57,LEAD483@SALES.NET,06/21/2025,hot
LD-485,CH-3,Wonka lead58,lead484@sales.net,2026-07-03,warm
LD-486,CH-5,Wonka lead59,lead485@prospect.com,2025-02-22,hot
LD-487,CH-1,  Acme Corp lead60  ,lead486@leads.io,2026-06-20,hot
LD-488,CH-2,Umbrella Co lead61,LEAD487@PROSPECT.COM,2026-04-22,hot
LD-489,CH-7,BLACK MESA LEAD62,  lead488@leads.io  ,03/09/2025,hot
LD-490,CH-3,blue sun lead63,LEAD489@PROSPECT.COM,2026-02-07,warm
LD-491,CH-7,black mesa lead64,lead490@leads.io,2025-07-10,HOT
LD-492,CH-1,Acme Corp lead65,lead491@sales.net,01/13/2026,cold
LD-493,CH-2,Black Mesa lead66,lead492@prospect.com,2025-10-10,cold
LD-494,CH-5,  Wonka lead67  ,  lead493@leads.io  ,13-02-2026,hot
LD-495,CH-7,Tyrell Corp lead68,lead494@prospect.com,02/07/2026,warm
LD-496,CH-6,TYRELL CORP LEAD69,lead495@prospect.com,2026-02-26,HOT
LD-497,CH-2,Wonka lead70,LEAD496@LEADS.IO,2025-09-01,hot
LD-498,CH-2,Globex lead0,lead497@sales.net,2025-08-22,HOT
LD-499,CH-7,Acme Corp lead1,lead498@leads.io,07/24/2025,cold
LD-500,CH-2,Wayne Enterprises lead2,lead499@prospect.com,2026-09-04,hot
LD-501,CH-3,Black Mesa lead3,  lead500@sales.net  ,2026-04-11,hot
LD-502,CH-1,black mesa lead4,lead501@sales.net,06/12/2025,cold
LD-503,CH-1,Oscorp lead5,lead502@sales.net,2026-02-26,HOT
LD-504,CH-7,Wonka lead6,  lead503@leads.io  ,2026-02-15,HOT
LD-505,CH-4,Cyberdyne lead7,lead504@sales.net,2026-05-07,cold
LD-506,CH-6,Wayne Enterprises lead8,  lead505@sales.net  ,25-12-2026,HOT
LD-507,CH-2,Stark Industries lead9,  lead506@sales.net  ,2026-04-08,warm
LD-508,CH-1,Wayne Enterprises lead10,lead507@prospect.com,02/24/2026,cold
LD-509,CH-8,  Hooli lead11  ,LEAD508@SALES.NET,22-12-2025,warm
LD-510,CH-7,LexCorp lead12,lead509@prospect.com,11/27/2026,cold
LD-511,CH-5,Dunder Mifflin lead13,lead510@sales.net,2025-07-07,cold
LD-512,CH-1,Weyland-Yutani lead14,lead511@prospect.com,2026-04-04,cold
LD-513,CH-1,Umbrella Co lead15,  lead512@sales.net  ,2026-05-08,warm
LD-514,CH-5,INITECH LEAD16,LEAD513@LEADS.IO,28-04-2025,warm
LD-515,CH-5,Aperture lead17,lead514@prospect.com,2026-11-27,HOT
LD-516,CH-8,WAYNE ENTERPRISES LEAD18,lead515@leads.io,2025-07-24,hot
LD-517,CH-1,DUNDER MIFFLIN LEAD19,  lead516@sales.net  ,2025-07-06,cold
LD-518,CH-4,Weyland-Yutani lead20,lead517@leads.io,2026-04-25,HOT
LD-519,CH-6,Wayne Enterprises lead21,  lead518@leads.io  ,09/23/2025,warm
LD-520,CH-6,BLACK MESA LEAD22,LEAD519@PROSPECT.COM,2025-11-19,HOT
LD-521,CH-6,MASSIVE DYNAMIC LEAD23,lead520@leads.io,04/18/2025,warm
LD-522,CH-8,Pied Piper lead24,lead521@sales.net,12/21/2026,HOT
LD-523,CH-2,  Dunder Mifflin lead25  ,lead522@sales.net,2025-07-26,hot
LD-524,CH-5,GLOBEX LEAD26,LEAD523@LEADS.IO,06/12/2026,cold
LD-525,CH-2,  Globex lead27  ,LEAD524@LEADS.IO,2026-07-10,hot
LD-526,CH-8,Initech lead28,LEAD525@PROSPECT.COM,15-12-2025,hot
LD-527,CH-7,Stark Industries lead29,lead526@leads.io,2025-02-24,HOT
LD-528,CH-1,Hooli lead30,lead527@sales.net,08/15/2026,warm
LD-529,CH-1,Initech lead31,LEAD528@SALES.NET,14-11-2026,hot
LD-530,CH-5,Cyberdyne lead32,  lead529@prospect.com  ,28-03-2026,cold
LD-531,CH-7,Cyberdyne lead33,  lead530@leads.io  ,2026-11-25,hot
LD-532,CH-4,WAYNE ENTERPRISES LEAD34,lead531@prospect.com,2025-05-16,hot
LD-533,CH-3,  Acme Corp lead35  ,lead532@prospect.com,09/26/2025,hot
LD-534,CH-6,ACME CORP LEAD36,lead533@prospect.com,01/28/2026,HOT
LD-535,CH-4,  Weyland-Yutani lead37  ,lead534@prospect.com,06-08-2026,hot
LD-536,CH-5,Pied Piper lead38,lead535@prospect.com,2025-11-03,hot
LD-537,CH-8,  Stark Industries lead39  ,lead536@prospect.com,08/08/2025,hot
LD-538,CH-6,Oscorp lead40,lead537@leads.io,05-01-2025,cold
LD-539,CH-3,  Aperture lead41  ,lead538@prospect.com,2026-01-04,warm
LD-540,CH-6,lexcorp lead42,lead539@sales.net,2025-08-13,warm
LD-541,CH-3,  Umbrella Co lead43  ,  lead540@sales.net  ,11/24/2025,warm
LD-542,CH-7,  Initech lead44  ,  lead541@prospect.com  ,07/14/2025,HOT
LD-543,CH-8,CYBERDYNE LEAD45,lead542@prospect.com,2026-01-04,warm
LD-544,CH-6,  Aperture lead46  ,lead543@leads.io,04/17/2025,warm
LD-545,CH-3,Wonka lead47,lead544@sales.net,2026-05-21,warm
LD-546,CH-6,  Pied Piper lead48  ,lead545@sales.net,2025-07-13,HOT
LD-547,CH-5,Wayne Enterprises lead49,  lead546@leads.io  ,2026-03-16,HOT
LD-548,CH-8,Aperture lead50,  lead547@leads.io  ,2026-01-25,HOT
LD-549,CH-5,BLACK MESA LEAD51,lead548@prospect.com,04/22/2026,warm
LD-550,CH-7,  Initech lead52  ,  lead549@leads.io  ,2026-01-27,warm
LD-551,CH-8,  Initech lead53  ,lead550@sales.net,2025-10-04,hot
LD-552,CH-4,Dunder Mifflin lead54,  lead551@prospect.com  ,23-08-2026,warm
LD-553,CH-7,Wonka lead55,lead552@prospect.com,06/08/2025,cold
LD-554,CH-6,  Hooli lead56  ,LEAD553@SALES.NET,10/21/2026,cold
LD-555,CH-3,Stark Industries lead57,lead554@leads.io,2025-03-16,cold
LD-556,CH-4,Stark Industries lead58,lead555@sales.net,2026-08-17,HOT
LD-557,CH-4,Hooli lead59,lead556@leads.io,2025-10-04,cold
LD-558,CH-1,TYRELL CORP LEAD60,lead557@leads.io,2025-11-15,hot
LD-559,CH-1,Umbrella Co lead61,lead558@leads.io,15-04-2025,HOT
LD-560,CH-3,Initech lead62,lead559@leads.io,11/01/2025,HOT
LD-561,CH-1,  Acme Corp lead63  ,lead560@prospect.com,2025-09-26,cold
LD-562,CH-1,Wonka lead64,lead561@sales.net,2026-04-18,HOT
LD-563,CH-2,Stark Industries lead65,lead562@sales.net,07/12/2025,cold
LD-564,CH-6,  Dunder Mifflin lead66  ,lead563@prospect.com,2025-12-27,warm
LD-565,CH-8,initech lead67,lead564@leads.io,12/12/2026,warm
LD-566,CH-8,  Acme Corp lead68  ,  lead565@sales.net  ,2025-11-12,cold
LD-567,CH-6,GLOBEX LEAD69,lead566@sales.net,12/24/2026,cold
LD-568,CH-3,Vandelay lead70,lead567@sales.net,09/02/2025,warm
LD-569,CH-8,Massive Dynamic lead0,lead568@leads.io,03/01/2026,warm
LD-570,CH-8,tyrell corp lead1,  lead569@sales.net  ,2026-06-08,hot
LD-571,CH-2,Aperture lead2,LEAD570@PROSPECT.COM,07/09/2026,cold
LD-572,CH-2,Pied Piper lead3,LEAD571@PROSPECT.COM,2025-11-23,warm
LD-573,CH-2,Tyrell Corp lead4,lead572@sales.net,2026-06-13,cold
LD-574,CH-4,BLACK MESA LEAD5,lead573@prospect.com,08/09/2025,warm
LD-575,CH-4,wayne enterprises lead6,lead574@prospect.com,07/01/2026,HOT
LD-576,CH-2,  Oscorp lead7  ,LEAD575@SALES.NET,2026-01-01,cold
LD-577,CH-7,Dunder Mifflin lead8,lead576@leads.io,2026-04-06,hot
LD-578,CH-8,GLOBEX LEAD9,  lead577@leads.io  ,05-05-2026,HOT
LD-579,CH-8,TYRELL CORP LEAD10,lead578@sales.net,2025-12-17,HOT
LD-580,CH-5,Umbrella Co lead11,LEAD579@PROSPECT.COM,08/14/2025,HOT
LD-581,CH-4,Acme Corp lead12,lead580@sales.net,11/25/2025,warm
LD-582,CH-8,Vandelay lead13,lead581@sales.net,01/01/2026,warm
LD-583,CH-7,Oscorp lead14,lead582@sales.net,2025-09-11,warm
LD-584,CH-8,Massive Dynamic lead15,LEAD583@PROSPECT.COM,12/26/2025,HOT
LD-585,CH-2,Cyberdyne lead16,LEAD584@SALES.NET,2025-04-06,cold
LD-586,CH-1,  Globex lead17  ,LEAD585@LEADS.IO,2026-05-21,cold
LD-587,CH-1,Wayne Enterprises lead18,lead586@sales.net,2025-02-20,warm
LD-588,CH-5,Umbrella Co lead19,  lead587@leads.io  ,03/24/2025,warm
LD-589,CH-7,initech lead20,lead588@prospect.com,2025-05-20,cold
LD-590,CH-8,Oscorp lead21,lead589@prospect.com,01-03-2026,HOT
LD-591,CH-8,Pied Piper lead22,lead590@sales.net,2026-04-05,warm
LD-592,CH-7,  Hooli lead23  ,LEAD591@LEADS.IO,2026-01-11,HOT
LD-593,CH-3,oscorp lead24,lead592@prospect.com,2026-05-18,HOT
LD-594,CH-2,initech lead25,  lead593@leads.io  ,25-09-2025,cold
LD-595,CH-4,Vandelay lead26,lead594@prospect.com,08/15/2026,hot
LD-596,CH-6,  Black Mesa lead27  ,lead595@prospect.com,05/12/2025,hot
LD-597,CH-2,DUNDER MIFFLIN LEAD28,LEAD596@PROSPECT.COM,2025-03-27,cold
LD-598,CH-7,LEXCORP LEAD29,lead597@sales.net,2025-04-02,HOT
LD-599,CH-4,LEXCORP LEAD30,lead598@prospect.com,03-09-2026,HOT
LD-600,CH-3,  Hooli lead31  ,LEAD599@LEADS.IO,2026-03-20,hot
LD-601,CH-1,PIED PIPER LEAD32,lead600@sales.net,12/05/2025,HOT
LD-602,CH-1,Tyrell Corp lead33,LEAD601@LEADS.IO,2025-12-20,hot
LD-603,CH-3,OSCORP LEAD34,lead602@sales.net,2025-02-16,hot
LD-604,CH-3,Wayne Enterprises lead35,  lead603@leads.io  ,01/01/2026,hot
LD-605,CH-3,aperture lead36,lead604@leads.io,03/14/2026,warm
LD-606,CH-3,LexCorp lead37,  lead605@prospect.com  ,03/28/2025,cold
LD-607,CH-3,Aperture lead38,  lead606@sales.net  ,04-02-2025,cold
LD-608,CH-6,Weyland-Yutani lead39,lead607@prospect.com,28-12-2025,cold
LD-609,CH-4,  Aperture lead40  ,  lead608@leads.io  ,2026-07-04,warm
LD-610,CH-3,Hooli lead41,lead609@prospect.com,2026-11-17,cold
LD-611,CH-5,Cyberdyne lead42,lead610@sales.net,2025-08-10,cold
LD-612,CH-4,Blue Sun lead43,  lead611@leads.io  ,2025-10-17,hot
LD-613,CH-6,LEXCORP LEAD44,  lead612@prospect.com  ,2026-09-15,HOT
LD-614,CH-4,Aperture lead45,lead613@prospect.com,2025-03-17,hot
LD-615,CH-4,  Hooli lead46  ,lead614@sales.net,2026-03-25,cold
LD-616,CH-4,OSCORP LEAD47,LEAD615@LEADS.IO,2025-12-16,cold
LD-617,CH-1,Wonka lead48,lead616@sales.net,08/21/2026,warm
LD-618,CH-6,Vandelay lead49,lead617@leads.io,2025-04-19,HOT
LD-619,CH-1,  Hooli lead50  ,  lead618@leads.io  ,19-07-2025,warm
LD-620,CH-5,Wonka lead51,lead619@sales.net,06/21/2025,hot
LD-621,CH-3,  Vandelay lead52  ,lead620@sales.net,06/08/2026,warm
LD-622,CH-3,Massive Dynamic lead53,  lead621@sales.net  ,06/06/2026,warm
LD-623,CH-6,Acme Corp lead54,lead622@leads.io,01/10/2025,warm
LD-624,CH-2,Dunder Mifflin lead55,lead623@leads.io,24-04-2025,cold
LD-625,CH-7,acme corp lead56,lead624@sales.net,04/14/2026,cold
LD-626,CH-7,  Vandelay lead57  ,lead625@sales.net,2025-05-11,HOT
LD-627,CH-2,blue sun lead58,lead626@sales.net,2026-11-16,HOT
LD-628,CH-2,CYBERDYNE LEAD59,lead627@sales.net,2025-07-25,warm
LD-629,CH-5,ACME CORP LEAD60,  lead628@prospect.com  ,04/17/2025,hot
LD-630,CH-6,Vandelay lead61,lead629@leads.io,2025-01-04,cold
LD-631,CH-5,tyrell corp lead62,  lead630@leads.io  ,06/24/2026,HOT
LD-632,CH-4,Globex lead63,lead631@leads.io,2025-04-28,cold
LD-633,CH-3,Pied Piper lead64,lead632@prospect.com,06/09/2026,warm
LD-634,CH-6,  Initech lead65  ,  lead633@leads.io  ,25-05-2025,cold
LD-635,CH-3,WEYLAND-YUTANI LEAD66,lead634@sales.net,2026-10-20,cold
LD-636,CH-8,Wonka lead67,lead635@leads.io,2026-12-08,cold
LD-637,CH-7,WAYNE ENTERPRISES LEAD68,lead636@sales.net,2025-10-25,cold
LD-638,CH-6,Black Mesa lead69,  lead637@leads.io  ,2025-06-01,HOT
LD-639,CH-4,Oscorp lead70,lead638@sales.net,04-06-2026,hot
LD-640,CH-6,BLUE SUN LEAD0,LEAD639@PROSPECT.COM,2025-08-24,HOT
LD-641,CH-4,Initech lead1,LEAD640@LEADS.IO,08-05-2026,HOT
LD-642,CH-7,Oscorp lead2,lead641@sales.net,02/19/2025,hot
LD-643,CH-3,Dunder Mifflin lead3,  lead642@sales.net  ,2026-06-06,hot
LD-644,CH-4,Initech lead4,  lead643@sales.net  ,2025-02-24,warm
LD-645,CH-7,Black Mesa lead5,lead644@sales.net,07/01/2026,hot
LD-646,CH-4,Acme Corp lead6,lead645@leads.io,10/14/2025,hot
LD-647,CH-8,Oscorp lead7,lead646@sales.net,2026-03-23,hot
LD-648,CH-7,Aperture lead8,  lead647@sales.net  ,08/06/2026,cold
LD-649,CH-2,  Initech lead9  ,lead648@sales.net,2026-11-24,hot
LD-650,CH-3,Wayne Enterprises lead10,lead649@prospect.com,08/22/2025,cold
LD-651,CH-7,  Black Mesa lead11  ,  lead650@prospect.com  ,22-04-2026,HOT
LD-652,CH-6,  Dunder Mifflin lead12  ,lead651@prospect.com,2026-11-06,warm
LD-653,CH-3,  Wayne Enterprises lead13  ,LEAD652@LEADS.IO,09/15/2026,hot
LD-654,CH-4,Stark Industries lead14,lead653@prospect.com,01/13/2026,cold
LD-655,CH-2,LexCorp lead15,lead654@sales.net,2026-11-06,warm
LD-656,CH-4,INITECH LEAD16,lead655@sales.net,08-07-2026,cold
LD-657,CH-7,Umbrella Co lead17,lead656@leads.io,12-03-2026,hot
LD-658,CH-8,Weyland-Yutani lead18,lead657@prospect.com,2025-10-10,cold
